28 46 7 0 0 0 46 0
0 0 57 0 64 0 0 62
24 0 0 43 0 0 0 0
43 0 0 0 0 33 0 0
0 0 24 0 0 0 0 0
0 0 0 0 0 0 0 28
62 33 64 0 7 0 0 0
0 0 0 57 3 0 3 0
